"date","PCE","Consumption_logdiff","INDPRO","Output_logdiff","MORTGAGE30US","LOANINV","CreditSupply_logdiff","CSUSHPISA","HousePrice_logdiff"
2008-06-01,10187.1,0.00539387313227024,100.0335,-0.00233548732249655,6.32,8694.6393,-0.000581051357778861,165.014,-0.00988948807993584
2008-07-01,10185.1,-0.000196346001553493,99.676,-0.00358020406505766,6.426,8694.809,1.95175829702521e-05,163.564,-0.00882596773142019
2008-08-01,10175.7,-0.000923342959788798,98.1111,-0.0158244158056107,6.4775,8683.7856,-0.00126861828958447,161.986,-0.00969443930968428
2008-09-01,10116.4,-0.00584465568445225,93.7895,-0.0450476005695624,6.0375,8817.7326,0.0153071995114775,160.307,-0.0104191849605426
2008-10-01,10034.1,-0.00816857721905428,94.7219,0.00989232060824641,6.2,9196.3938,0.0420466668111956,158.327,-0.0124282122178423
2008-11-01,9885.2,-0.0149506030339328,93.4715,-0.0132886530605933,6.0875,9104.3266,-0.0100616778691105,156.141,-0.0139030693861004
2008-12-01,9801.5,-0.00850325390533335,90.8357,-0.0286041968539079,5.286,9031.1332,-0.00807189872435288,153.618,-0.0162904438327569
2009-01-01,9847.2,0.00465171562560762,88.57,-0.025259180320143,5.0475,9039.3007,0.000903962860148155,151.506,-0.0138437732220495
2009-02-01,9824.5,-0.00230788493883516,88.031,-0.00610417464948121,5.13,9066.1456,0.00296539717685818,150.012,-0.00990993722917732
2009-03-01,9773.2,-0.00523532018263495,86.6528,-0.0157796956259579,5.0025,9034.935,-0.00344848262040109,148.658,-0.00906692520787367
2009-04-01,9772.5,-7.16270075056258e-05,85.9344,-0.00832511506307121,4.81,8996.4969,-0.00426346154177892,147.948,-0.00478750501413661
2009-05-01,9791.6,0.00195255657742344,85.0665,-0.0101509109300242,4.8575,9042.6648,0.00511864149449615,147.695,-0.00171152411360787
2009-06-01,9852.4,0.00619020506491985,84.7459,-0.00377593604375104,5.42,9027.1245,-0.00172003154805367,148.089,0.00266410781538884
2009-07-01,9886.3,0.00343488004078019,85.7027,0.0112269628491237,5.222,8966.0041,-0.00679377516215851,148.408,0.00215179325987513
2009-08-01,10004.1,0.0118450485989161,86.6426,0.0109072811177482,5.1925,8917.3645,-0.0054396597223505,148.276,-0.000889835708766995
2009-09-01,9927.8,-0.00765610631193958,87.4063,0.00877575096746508,5.0575,8837.7414,-0.00896909702697357,148.023,-0.00170773483195408
2009-10-01,9976.7,0.00491347166514444,87.6419,0.00269183164708053,4.952,8763.808,-0.00840083257830315,147.848,-0.00118294811189568
2009-11-01,9985.7,0.000901695248046508,88.0221,0.00432872522176186,4.875,8819.7077,0.00635821519138347,148.134,0.00193255055382746
2009-12-01,10052.6,0.00667723794573405,88.3793,0.00404986001487373,4.93,8780.0564,-0.00450589756337116,147.931,-0.00137132070195456
2010-01-01,10056.1,0.000348108036357431,89.3426,0.0108406384790483,5.03,8711.9026,-0.00779262573006889,147.396,-0.00362310649037045
2010-02-01,10093.4,0.00370232934878523,89.6779,0.0037459440910963,4.99,8649.2142,-0.00722173269993753,145.633,-0.0120330839115814
2010-03-01,10156,0.00618291894329026,90.2928,0.00683336112732569,4.9675,8700.6829,0.00593304394630678,145.858,0.00154378725028526
2010-04-01,10182.3,0.00258625496324072,90.5991,0.00338655620002992,5.098,9018.0635,0.0358281046138131,146.397,0.0036885638303108
2010-05-01,10210.8,0.0027950648557038,91.823,0.0134185316829223,4.8875,8967.1934,-0.0056568817379361,146.385,-8.19722524383337e-05
2010-06-01,10231.3,0.00200566545238523,91.9928,0.00184750220925256,4.7375,8931.1096,-0.00403209722027142,145.713,-0.00460120360687011
